idPlayerNBA,namePlayer,nameFirst,nameLast,slugPosition,slugTeamsBREF,jersey_number,countGames_22_23_game,minutesPerGame_22_23_game,fgmPerGame_22_23_game,fgaPerGame_22_23_game,fgm_fgaPerGame_22_23_game,pctFG_22_23_game,ftmPerGame_22_23_game,ftaPerGame_22_23_game,ftm_ftaPerGame_22_23_game,pctFT_22_23_game,fg3mPerGame_22_23_game,ptsPerGame_22_23_game,trbPerGame_22_23_game,astPerGame_22_23_game,stlPerGame_22_23_game,blkPerGame_22_23_game,tovPerGame_22_23_game,rankcat_PerGame_22_23_game,countGames_22_23_asb,minutesPerGame_22_23_asb,fgmPerGame_22_23_asb,fgaPerGame_22_23_asb,fgm_fgaPerGame_22_23_asb,pctFG_22_23_asb,ftmPerGame_22_23_asb,ftaPerGame_22_23_asb,ftm_ftaPerGame_22_23_asb,pctFT_22_23_asb,fg3mPerGame_22_23_asb,ptsPerGame_22_23_asb,trbPerGame_22_23_asb,astPerGame_22_23_asb,stlPerGame_22_23_asb,blkPerGame_22_23_asb,tovPerGame_22_23_asb,rankcat_PerGame_22_23_asb,countGames_22_23_per36,minutesPerGame_22_23_per36,fgaPerGame_22_23_per36,fgm_fgaPerGame_22_23_per36,pctFG_22_23_per36,ftmPerGame_22_23_per36,ftaPerGame_22_23_per36,ftm_ftaPerGame_22_23_per36,pctFT_22_23_per36,fg3mPerGame_22_23_per36,ptsPerGame_22_23_per36,trbPerGame_22_23_per36,astPerGame_22_23_per36,stlPerGame_22_23_per36,blkPerGame_22_23_per36,tovPerGame_22_23_per36,rankcat_PerGame_22_23_per36,countGames_21_22_game,minutesPerGame_21_22_game,fgmPerGame_21_22_game,fgaPerGame_21_22_game,fgm_fgaPerGame_21_22_game,pctFG_21_22_game,ftmPerGame_21_22_game,ftaPerGame_21_22_game,ftm_ftaPerGame_21_22_game,pctFT_21_22_game,fg3mPerGame_21_22_game,ptsPerGame_21_22_game,trbPerGame_21_22_game,astPerGame_21_22_game,stlPerGame_21_22_game,blkPerGame_21_22_game,tovPerGame_21_22_game,rankcat_PerGame_21_22_game,countGames_20_21_game,minutesPerGame_20_21_game,fgmPerGame_20_21_game,fgaPerGame_20_21_game,fgm_fgaPerGame_20_21_game,pctFG_20_21_game,ftmPerGame_20_21_game,ftaPerGame_20_21_game,ftm_ftaPerGame_20_21_game,pctFT_20_21_game,fg3mPerGame_20_21_game,ptsPerGame_20_21_game,trbPerGame_20_21_game,astPerGame_20_21_game,stlPerGame_20_21_game,blkPerGame_20_21_game,tovPerGame_20_21_game,rankcat_PerGame_20_21_game,countGames_college,minutesPerGame_college,fgmPerGame_college,fgaPerGame_college,fgm_fgaPerGame_college,pctFG_college,ftmPerGame_college,ftaPerGame_college,ftm_ftaPerGame_college,pctFT_college,fg3mPerGame_college,ptsPerGame_college,trbPerGame_college,astPerGame_college,stlPerGame_college,blkPerGame_college,tovPerGame_college,age_player_season,count_seasons,how_acquired,height_weight,draftRank_22_23,depthChart,adp,Yahoo,ESPN,countGames,minutesPerGame,pctFG,pctFT,fg3mPerGame,ptsPerGame,trbPerGame,astPerGame,stlPerGame,blkPerGame,tovPerGame,fgmPerGame,fgaPerGame,ftmPerGame,ftaPerGame,positiontier,RankChange,MMRank,DynastyRank,Icon1,Icon2,Icon3,rankcat_PerGame,rankcat_pctFG,rankcat_pctFT,rankcat_fg3mPerGame,rankcat_ptsPerGame,rankcat_trbPerGame,rankcat_astPerGame,rankcat_stlPerGame,rankcat_blkPerGame,rankcat_tovPerGame,rankpunt_pctFG,rankpunt_pctFT,rankpunt_fg3mPerGame,rankpunt_ptsPerGame,rankpunt_trbPerGame,rankpunt_astPerGame,rankpunt_stlPerGame,rankpunt_blkPerGame,rankpunt_tovPerGame,DraftRank,seasonPointsRank,h2hPointsRank
201152,Thaddeus Young,Thaddeus,Young,PF-C,TOR,21,54,14.7,2,3.7,2/3.7,0.545,0.3,0.5,0.3/0.5,0.692,0.1,4.4,3.1,1.4,1,0.1,0.8,277,13,5.714285714,0.571428571,1.857142857,0.6/1.9,0.20825,0,0,0/0,0,0.142857143,1.285714286,1.428571429,0.714285714,0.142857143,0,0.571428571,478,54,36,9,4.9/9,0.545,0.8,1.2,0.8/1.2,0.692,0.3,10.9,7.5,3.4,2.4,0.2,1.9,125,52,16.3,2.7,5.2,2.7/5.2,0.518,0.4,0.9,0.4/0.9,0.469,0.3,6.2,4,2,1,0.3,1,270,68,24.3,5.4,9.7,5.4/9.7,0.559,1,1.7,1/1.7,0.628,0.2,12.1,6.2,4.3,1.1,0.6,2,115,31,29.6,5.7,11.9,5.7/11.9,0.478,1.7,2.3,1.7/2.3,0.743,1.3,14.4,4.9,2,1.3,0.4,2.2,35,17,2007 #12,80 / 235,PF93/C67,PF3,,255,286,54,14.7,0.545,0.692,0.1,4.4,3.1,1.4,1,0.1,0.8,2.0165,3.7,0.346,0.5,PF8/C8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201565,Derrick Rose,Derrick,Rose,PG,MEM,4,27,12.5,2.3,5.9,2.3/5.9,0.384,0.4,0.4,0.4/0.4,0.917,0.7,5.6,1.5,1.7,0.3,0.2,0.8,421,1,2,0,4,0/4,0,0,0,0/0,0,0,0,0,0,0,0,0,489,27,36,16.9,6.5/16.9,0.384,1.2,1.3,1.2/1.3,0.917,2,16.2,4.3,4.9,0.7,0.5,2.3,418,26,24.5,4.7,10.5,4.7/10.5,0.445,1.2,1.2,1.2/1.2,0.968,1.4,12,3,4,0.8,0.5,1.5,140,50,25.6,5.7,12.2,5.7/12.2,0.47,2.2,2.5,2.2/2.5,0.866,1,14.7,2.6,4.2,1,0.4,1.6,123,40,29.2,5.2,10.9,5.2/10.9,0.477,3.7,5.1,3.7/5.1,0.712,0.9,14.9,4.5,4.7,1.2,0.4,2.7,34,15,2008 #1,75 / 200,PG103,PG2,0,401,316,27,12.5,0.384,0.917,0.7,5.6,1.5,1.7,0.3,0.2,0.8,2.2656,5.9,0.3668,0.4,PG10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201566,Russell Westbrook,Russell,Westbrook,PG,LAC,0,73,29.1,5.9,13.6,5.9/13.6,0.436,2.8,4.3,2.8/4.3,0.656,1.2,15.9,5.8,7.5,1,0.5,3.5,223,24,30.28571429,6.095238095,12.47619048,6.1/12.5,0.477285714,2.380952381,3.619047619,2.4/3.6,0.667222222,1.238095238,15.80952381,4.857142857,7.619047619,1.095238095,0.476190476,3.380952381,129,73,36,16.8,7.3/16.8,0.436,3.5,5.3,3.5/5.3,0.656,1.5,19.6,7.2,9.3,1.3,0.6,4.3,367,78,34.3,7,15.8,7/15.8,0.444,3.4,5.1,3.4/5.1,0.667,1,18.5,7.4,7.1,1,0.3,3.8,235,65,36.4,8.4,19,8.4/19,0.439,4.2,6.4,4.2/6.4,0.656,1.3,22.2,11.5,11.7,1.4,0.4,4.8,75,39,33.8,4.7,10,4.7/10,0.465,2.7,3.8,2.7/3.8,0.713,0.7,12.7,3.9,4.3,1.6,0.2,2.5,34,16,2008 #4,75 / 200,PG68,PG1,109.9,113,123,73,29.1,0.48,0.68,1.3,18.5,6.3,7.9,1.1,0.5,3.3,6.24,13,1.768,2.6,PG6,3,128,162,13,16,30,128,298,503,165,70,75,12,60,120,540,110,88,110,147,130,219,138,102,67,PG41,49,46
201567,Kevin Love,Kevin,Love,PF-C,MIA,0,62,20,2.7,6.8,2.7/6.8,0.389,1.3,1.5,1.3/1.5,0.879,1.6,8.2,6.4,1.9,0.3,0.2,1.1,238,21,19.9047619,2.571428571,6.619047619,2.6/6.6,0.36947619,1.142857143,1.333333333,1.1/1.3,0.825,1.428571429,7.714285714,5.666666667,1.904761905,0.428571429,0.238095238,1.095238095,249,62,36,12.3,4.8/12.3,0.389,2.3,2.6,2.3/2.6,0.879,2.9,14.8,11.6,3.4,0.5,0.3,2,223,74,22.5,4.4,10.3,4.4/10.3,0.43,2.2,2.7,2.2/2.7,0.838,2.5,13.6,7.2,2.2,0.4,0.2,1.3,148,25,24.9,4.1,10.1,4.1/10.1,0.409,1.7,2,1.7/2,0.824,2.3,12.2,7.4,2.5,0.6,0.1,1.5,148,39,29.6,5.8,10.4,5.8/10.4,0.559,5.1,6.6,5.1/6.6,0.767,0.7,17.5,10.6,1.9,0.7,1.4,2,34,16,2008 #5,80 / 251,PF79/C59,PF1,138,,244,62,20,0.389,0.879,1.6,8.2,6.4,1.9,0.3,0.2,1.1,2.6452,6.8,1.3185,1.5,PF8/C8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201568,Danilo Gallinari,Danilo,Gallinari,SF,WAS,88,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,36,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,66,25.3,3.9,9,3.9/9,0.434,2.1,2.4,2.1/2.4,0.904,1.7,11.7,4.7,1.5,0.4,0.2,0.6,187,51,24,4,9.3,4/9.3,0.434,3.2,3.4,3.2/3.4,0.925,2,13.3,4.1,1.5,0.6,0.2,0.8,125,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,34,14,2008 #6,82 / 236,NA,PF2,0,393,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SF10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201569,Eric Gordon,Eric,Gordon,SG-SF,PHO,10,69,28.5,4.2,9.5,4.2/9.5,0.446,2.1,2.5,2.1/2.5,0.821,1.9,12.4,1.9,2.7,0.6,0.4,1.5,221,26,24.85,3.8,8,3.8/8,0.4581,1.25,1.5,1.3/1.5,0.756461538,2.2,11.05,1.65,1.85,0.55,0.3,1.05,239,69,36,12,5.3/12,0.446,2.6,3.2,2.6/3.2,0.821,2.4,15.7,2.5,3.4,0.8,0.5,1.9,362,57,29.3,4.7,9.9,4.7/9.9,0.475,1.8,2.4,1.8/2.4,0.778,2.2,13.4,2,2.7,0.5,0.3,1.9,272,27,29.2,5.9,13.6,5.9/13.6,0.433,3.5,4.2,3.5/4.2,0.825,2.6,17.8,2.1,2.6,0.5,0.5,1.9,184,32,34.7,5.8,13.3,5.8/13.3,0.433,7.2,8.7,7.2/8.7,0.834,2.2,20.9,3.3,2.4,1.3,0.6,3.6,34,16,2008 #7,75 / 215,SG82/SF74,SG2,0,173,222,69,28.5,0.446,0.821,1.9,12.4,1.9,2.7,0.6,0.4,1.5,4.237,9.5,2.0525,2.5,SG8/SF8,0,,,7,,,,,,,,,,,,,,,,,,,,,,,,
201572,Brook Lopez,Brook,Lopez,C,MIL,11,78,30.4,6.1,11.5,6.1/11.5,0.531,1.9,2.4,1.9/2.4,0.784,1.7,15.9,6.7,1.3,0.5,2.5,1.4,24,28,30.57142857,7.714285714,13.23809524,7.7/13.2,0.585666667,2.619047619,3.238095238,2.6/3.2,0.742,1.523809524,19.57142857,7.095238095,1.380952381,0.476190476,2.571428571,1.428571429,13,78,36,13.6,7.2/13.6,0.531,2.3,2.9,2.3/2.9,0.784,2.1,18.8,7.9,1.5,0.6,2.9,1.6,22,13,22.9,4.7,10.1,4.7/10.1,0.466,1.5,1.8,1.5/1.8,0.87,1.5,12.4,4.1,0.5,0.6,1.2,0.9,126,70,27.2,4.6,9.1,4.6/9.1,0.503,1.7,2,1.7/2,0.845,1.4,12.3,5,0.7,0.6,1.5,0.9,79,27,30.8,6.8,14.6,6.8/14.6,0.468,5.7,7.2,5.7/7.2,0.789,0,19.3,8.2,1.4,0.6,2.1,2.1,35,16,2008 #10,85 / 282,C9,C1,67.1,70,90,78,30.4,0.51,0.77,1.5,14,5,1,0.5,2.1,1.4,5.865,11.5,1.848,2.4,C5,-2,82,143,6,18,27,82,94,361,137,117,120,323,272,7,407,96,81,85,71,79,52,55,207,95,C30,137,127
201577,Robin Lopez,Robin,Lopez,C,MIL,33,37,8.1,1.3,2,1.3/2,0.64,0.4,0.5,0.4/0.5,0.778,0.1,3,1.4,0.5,0.1,0.2,0.7,476,11,8.714285714,1.714285714,2.714285714,1.7/2.7,0.816666667,0.285714286,0.285714286,0.3/0.3,1,0,3.714285714,1.571428571,0.857142857,0.142857143,0.571428571,0.714285714,263,37,36,9,5.8/9,0.64,1.7,2.2,1.7/2.2,0.778,0.2,13.5,6.1,2.3,0.2,1,3,440,36,17,3.1,5.5,3.1/5.5,0.553,0.9,1.5,0.9/1.5,0.593,0.1,7.1,3.5,1.5,0.1,0.5,1.2,432,71,19.1,3.8,6,3.8/6,0.633,1.4,1.9,1.4/1.9,0.723,0.1,9,3.8,0.8,0.2,0.6,1.1,299,36,24.5,3.9,7.3,3.9/7.3,0.534,2.4,3.7,2.4/3.7,0.652,0,10.2,5.7,0.6,0.5,2.3,1.8,35,16,2008 #15,84 / 281,C115,C3,0,439,391,37,8.1,0.64,0.778,0.1,3,1.4,0.5,0.1,0.2,0.7,1.28,2,0.389,0.5,C10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201580,JaVale McGee,JaVale,McGee,C,DAL,0,42,8.5,1.9,3,1.9/3,0.64,0.6,1,0.6/1,0.585,0,4.4,2.5,0.3,0.1,0.6,0.9,437,12,10.33333333,2.666666667,3.166666667,2.7/3.2,0.8555,1,1.5,1/1.5,0.66675,0.166666667,6.5,2.333333333,0.166666667,0,0.833333333,0.833333333,274,42,36,12.7,8.1/12.7,0.64,2.4,4.2,2.4/4.2,0.585,0.2,18.9,10.9,1.1,0.4,2.6,3.7,305,74,15.8,3.9,6.2,3.9/6.2,0.629,1.4,2,1.4/2,0.699,0,9.2,6.7,0.6,0.3,1.1,1.3,190,46,14.7,3.1,6.1,3.1/6.1,0.511,1,1.5,1/1.5,0.657,0.1,7.3,5.2,0.8,0.4,1.2,1.3,263,33,27.3,5.7,10.8,5.7/10.8,0.529,2.2,4.3,2.2/4.3,0.525,0.4,14.1,7.3,0.6,0.8,2.8,2.4,35,16,2008 #18,84 / 270,C107,C2,,358,280,42,8.5,0.64,0.585,0,4.4,2.5,0.3,0.1,0.6,0.9,1.92,3,0.585,1,C10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201587,Nicolas Batum,Nicolas,Batum,SF-PF,LAC,33,78,21.9,2.1,4.9,2.1/4.9,0.42,0.4,0.6,0.4/0.6,0.708,1.6,6.1,3.8,1.6,0.7,0.6,0.6,186,27,22.47619048,2.238095238,4.952380952,2.2/5,0.402857143,0.333333333,0.333333333,0.3/0.3,1,1.857142857,6.666666667,2.80952381,1.761904762,0.952380952,0.19047619,0.571428571,187,78,36,8,3.4/8,0.42,0.7,1,0.7/1,0.708,2.6,10.1,6.3,2.5,1.1,0.9,1.1,200,59,24.8,3,6.6,3/6.6,0.463,0.4,0.6,0.4/0.6,0.658,1.8,8.3,4.3,1.7,1,0.7,0.7,108,67,27.4,2.9,6.1,2.9/6.1,0.464,0.7,0.9,0.7/0.9,0.828,1.6,8.1,4.7,2.2,1,0.6,0.8,101,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,34,16,2008 #25,80 / 230,SF61/PF60,PF2,0,,,78,21.9,0.42,0.708,1.6,6.1,3.8,1.6,0.7,0.6,0.6,2.058,4.9,0.4248,0.6,SF7/PF7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201599,DeAndre Jordan,DeAndre,Jordan,C,DEN,6,39,15,2.3,2.9,2.3/2.9,0.765,0.6,1.2,0.6/1.2,0.458,0,5.1,5.2,0.9,0.3,0.6,1.2,314,7,17.6,2.8,3.8,2.8/3.8,0.7634,0.8,1.4,0.8/1.4,0.611,0,6.4,7,0.6,0.8,0.2,1.2,233,39,36,7.1,5.4/7.1,0.765,1.4,2.9,1.4/2.9,0.458,0.1,12.2,12.4,2.1,0.7,1.4,2.9,327,48,13,1.9,3,1.9/3,0.643,0.5,0.8,0.5/0.8,0.55,0,4.3,5.5,0.4,0.3,0.7,0.8,311,57,21.9,3.3,4.4,3.3/4.4,0.763,0.8,1.6,0.8/1.6,0.5,0,7.5,7.5,1.6,0.3,1.1,1.5,192,35,20.1,3.2,5.2,3.2/5.2,0.617,1.5,3.4,1.5/3.4,0.437,0,7.9,6,0.4,0.2,1.3,1.6,34,16,2008 #35,83 / 265,C75,C3,,375,373,39,15,0.765,0.458,0,5.1,5.2,0.9,0.3,0.6,1.2,2.2185,2.9,0.5496,1.2,C9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609,Goran Dragic,Goran,Dragic,PG,MIL,31,58,15,2.4,5.8,2.4/5.8,0.421,0.5,0.8,0.5/0.8,0.689,0.9,6.3,1.4,2.6,0.2,0.1,1.1,462,14,11.85714286,2,5.142857143,2/5.1,0.221,0.571428571,0.571428571,0.6/0.6,1,1,5.571428571,1.714285714,1.714285714,0.285714286,0,1,410,58,36,13.9,5.8/13.9,0.421,1.3,1.9,1.3/1.9,0.689,2.2,15.1,3.4,6.2,0.5,0.2,2.6,454,21,23.7,2.7,7.2,2.7/7.2,0.377,1.3,1.6,1.3/1.6,0.818,0.8,7.5,3.1,4.1,0.9,0.2,1.6,293,50,26.7,4.8,11.1,4.8/11.1,0.432,2,2.4,2/2.4,0.828,1.8,13.4,3.4,4.4,0.7,0.2,2.4,225,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,37,16,,76 / 190,PG110,,,384,263,58,15,0.421,0.689,0.9,6.3,1.4,2.6,0.2,0.1,1.1,2.4418,5.8,0.5512,0.8,PG10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201933,Blake Griffin,Blake,Griffin,PF-C,BOS,91,41,13.9,1.5,3.2,1.5/3.2,0.485,0.5,0.8,0.5/0.8,0.656,0.6,4.1,3.8,1.5,0.3,0.2,0.5,356,21,12.93333333,1.066666667,2.533333333,1.1/2.5,0.446153846,0.4,0.533333333,0.4/0.5,0.666666667,0.266666667,2.8,4.4,1.866666667,0.4,0.266666667,0.6,334,41,36,8.2,4/8.2,0.485,1.3,2,1.3/2,0.656,1.5,10.8,9.8,3.9,0.9,0.6,1.4,225,56,17.1,2.4,5.6,2.4/5.6,0.425,1,1.4,1/1.4,0.724,0.7,6.4,4.1,1.9,0.5,0.3,0.6,312,46,25.8,3.8,8.9,3.8/8.9,0.423,1.9,2.5,1.9/2.5,0.744,1.5,11,4.9,3,0.7,0.3,1.3,197,35,33.3,8.6,13.1,8.6/13.1,0.654,5.5,9.3,5.5/9.3,0.59,0.1,22.7,14.4,2.3,1.1,1.2,3.3,34,14,2009 #1,81 / 250,PF114/C86,,,355,341,41,13.9,0.485,0.656,0.6,4.1,3.8,1.5,0.3,0.2,0.5,1.552,3.2,0.5248,0.8,PF9/C9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201935,James Harden,James,Harden,PG-SG,PHI,1,58,36.8,6.4,14.5,6.4/14.5,0.441,5.4,6.2,5.4/6.2,0.867,2.8,21,6.1,10.7,1.2,0.5,3.4,17,25,37.70588235,6.058823529,14.58823529,6.1/14.6,0.416941176,5.058823529,5.764705882,5.1/5.8,0.901823529,2.705882353,19.88235294,5.941176471,10.23529412,1.294117647,0.411764706,3.294117647,18,58,36,14.2,6.3/14.2,0.441,5.3,6.1,5.3/6.1,0.867,2.7,20.5,6,10.4,1.2,0.5,3.3,32,65,37.2,6.3,15.3,6.3/15.3,0.41,7.2,8.2,7.2/8.2,0.877,2.3,22,7.7,10.3,1.3,0.6,4.4,14,44,36.6,7.8,16.7,7.8/16.7,0.466,6.3,7.3,6.3/7.3,0.861,2.8,24.6,7.9,10.8,1.2,0.8,4,4,35,35.8,6.3,12.9,6.3/12.9,0.489,5.8,7.7,5.8/7.7,0.756,1.7,20.1,5.6,4.2,1.7,0.3,3.4,33,15,2009 #3,77 / 220,PG8/SG6,SG1,28.6,26,19,58,36.8,0.426,0.88,2.7,21,6.1,10.7,1.2,0.5,3.4,6.177,14.5,5.456,6.2,PG3/SG3,3,25,54,1,30,,25,537,13,35,52,79,2,41,120,543,12,41,40,21,23,88,29,19,14,PG11/SG10,9,20
201937,Ricky Rubio,Ricky,Rubio,PG-SG,CLE,13,33,17.2,1.8,5.4,1.8/5.4,0.343,0.8,1.1,0.8/1.1,0.8,0.6,5.2,2.1,3.5,0.8,0.2,0.9,332,24,17.36842105,1.842105263,5.210526316,1.8/5.2,0.375052632,0.684210526,0.789473684,0.7/0.8,0.881,0.421052632,4.789473684,1.842105263,3.263157895,0.578947368,0.210526316,1.105263158,329,33,36,11.3,3.9/11.3,0.343,1.8,2.2,1.8/2.2,0.8,1.3,10.9,4.5,7.3,1.7,0.4,2,275,34,28.5,4.4,12.1,4.4/12.1,0.363,2.6,3,2.6/3,0.854,1.7,13.1,4.1,6.6,1.4,0.2,2.6,133,68,26.1,2.8,7.3,2.8/7.3,0.388,1.9,2.2,1.9/2.2,0.867,1,8.6,3.3,6.4,1.4,0.1,1.6,122,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,32,13,2009 #5,74 / 190,PG89/SG120,PG2,0,356,281,33,17.2,0.343,0.8,0.6,5.2,2.1,3.5,0.8,0.2,0.9,1.8522,5.4,0.88,1.1,PG9/SG9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201939,Stephen Curry,Stephen,Curry,PG,GSW,30,56,34.7,10,20.2,10/20.2,0.493,4.6,5,4.6/5,0.915,4.9,29.4,6.1,6.3,0.9,0.4,3.2,6,21,34.83333333,10.38888889,21.22222222,10.4/21.2,0.4925,3.722222222,4.166666667,3.7/4.2,0.899875,4.888888889,29.38888889,5.555555556,6,0.833333333,0.277777778,3.166666667,14,56,36,21,10.4/21,0.493,4.8,5.2,4.8/5.2,0.915,5.1,30.6,6.3,6.5,1,0.4,3.3,6,64,34.5,8.4,19.1,8.4/19.1,0.437,4.3,4.7,4.3/4.7,0.923,4.5,25.5,5.2,6.3,1.3,0.4,3.2,11,63,34.2,10.4,21.7,10.4/21.7,0.482,5.7,6.3,5.7/6.3,0.916,5.3,32,5.5,5.8,1.2,0.1,3.4,3,34,33.7,9.2,20.2,9.2/20.2,0.454,6.5,7.4,6.5/7.4,0.876,3.8,28.6,4.4,5.6,2.5,0.2,3.7,35,15,2009 #7,74 / 185,PG2,SG1,6.5,7,7,56,34.7,0.493,0.93,4.9,29.4,6.1,6.3,1,0.4,3.2,9.9586,20.2,4.65,5,PG2,0,7,26,1,,,7,226,5,1,8,79,31,80,154,537,7,14,25,7,4,7,5,6,7,PG4,6,17
201942,DeMar DeRozan,DeMar,DeRozan,SG,CHI,11,74,36.2,8.9,17.6,8.9/17.6,0.504,6.2,7.1,6.2/7.1,0.872,0.6,24.5,4.6,5.1,1.1,0.5,2.1,29,27,36.0952381,8.238095238,16.57142857,8.2/16.6,0.482428571,5.095238095,6.047619048,5.1/6,0.856,0.904761905,22.47619048,4.571428571,5.095238095,1.523809524,0.380952381,1.619047619,42,74,36,17.5,8.8/17.5,0.504,6.1,7,6.1/7,0.872,0.6,24.4,4.6,5.1,1.1,0.5,2.1,67,76,36.1,10.2,20.2,10.2/20.2,0.504,6.8,7.8,6.8/7.8,0.877,0.7,27.9,5.2,4.9,0.9,0.3,2.4,32,61,33.7,7.5,15.1,7.5/15.1,0.495,6.3,7.2,6.3/7.2,0.88,0.3,21.6,4.2,6.9,0.9,0.2,2,58,35,33.4,5.5,10.5,5.5/10.5,0.523,2.7,4.2,2.7/4.2,0.646,0.2,13.9,5.7,1.5,0.9,0.4,2.1,33,15,2009 #9,78 / 220,SG8,SF1,47.6,,29,74,36.2,0.504,0.872,0.5,23,4.6,5.1,1.1,0.4,1.9,8.8704,17.6,6.1912,7.1,SG4,0,56,92,12,,,56,97,12,323,39,152,53,60,154,466,56,86,37,68,39,62,63,39,57,SG22,77,51
201949,James Johnson,James,Johnson,PF,IND,16,18,9,1.2,2.7,1.2/2.7,0.449,0.2,0.4,0.2/0.4,0.5,0.2,2.8,1.7,0.8,0.4,0.3,0.4,429,6,10.83333333,2,3.666666667,2/3.7,0.56675,0.166666667,0.666666667,0.2/0.7,0.25,0,4.166666667,2.333333333,1.333333333,0.5,0.166666667,0.5,416,18,36,10.9,4.9/10.9,0.449,0.9,1.8,0.9/1.8,0.5,0.7,11.3,6.7,3.3,1.6,1.3,1.8,286,62,19.2,2.3,5,2.3/5,0.469,0.5,0.9,0.5/0.9,0.527,0.4,5.5,3.5,2.1,0.5,0.5,0.8,340,51,20.5,2.9,6.4,2.9/6.4,0.446,0.9,1.5,0.9/1.5,0.592,0.6,7.2,3.5,1.9,0.8,0.8,1.1,262,31,30.5,6,11.1,6/11.1,0.542,2.2,3.2,2.2/3.2,0.697,0.7,15,8.5,2,1.4,1.5,2.4,36,15,2009 #16,79 / 240,PF134,,,413,384,18,9,0.449,0.5,0.2,2.8,1.7,0.8,0.4,0.3,0.4,1.2123,2.7,0.2,0.4,PF10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201950,Jrue Holiday,Jrue,Holiday,PG-SG,MIL,21,67,32.6,7.3,15.3,7.3/15.3,0.479,2.3,2.6,2.3/2.6,0.859,2.4,19.3,5.1,7.4,1.2,0.4,2.9,34,27,31.5,7.25,13.8,7.3/13.8,0.5123,2,2.4,2/2.4,0.7948125,2.3,18.8,4.75,7.95,0.9,0.4,2.65,45,67,36,16.9,8.1/16.9,0.479,2.5,2.9,2.5/2.9,0.859,2.6,21.3,5.6,8.2,1.3,0.4,3.2,51,67,32.9,7.1,14.2,7.1/14.2,0.501,2,2.7,2/2.7,0.761,2,18.3,4.5,6.8,1.6,0.4,2.7,33,59,32.3,7,13.9,7/13.9,0.503,1.8,2.3,1.8/2.3,0.787,1.9,17.7,4.5,6.1,1.6,0.6,2.2,23,35,27.1,3.2,7.1,3.2/7.1,0.45,1.3,1.8,1.3/1.8,0.726,0.8,8.5,3.8,3.7,1.6,0.5,2.1,33,15,2009 #17,77 / 205,PG13/SG12,PG1,40.5,,35,67,32.6,0.49,0.859,2.3,19,5,7.9,1.2,0.4,2.7,7.497,15.3,2.94637,3.43,PG4/SG4,4,43,68,16,,,43,244,47,59,66,120,12,41,154,516,36,49,54,40,30,85,52,35,32,PG16/SG15,33,50
201959,Taj Gibson,Taj,Gibson,PF-C,WAS,67,49,9.8,1.3,2.6,1.3/2.6,0.52,0.6,0.9,0.6/0.9,0.714,0.2,3.4,1.9,0.7,0.3,0.2,0.5,443,17,9.769230769,1,2.307692308,1/2.3,0.416666667,0.615384615,0.769230769,0.6/0.8,0.8,0.307692308,2.923076923,1.769230769,0.538461538,0.153846154,0.153846154,0.538461538,426,49,36,9.4,4.9/9.4,0.52,2.3,3.2,2.3/3.2,0.714,0.6,12.6,7,2.5,1.1,0.9,1.9,310,52,18.2,1.7,3.2,1.7/3.2,0.518,0.8,1,0.8/1,0.808,0.3,4.4,4.4,0.6,0.4,0.8,0.5,261,45,20.8,2.2,3.5,2.2/3.5,0.627,0.9,1.2,0.9/1.2,0.727,0.1,5.4,5.6,0.8,0.7,1.1,0.5,137,35,33.7,5.4,9,5.4/9,0.601,3.4,5.2,3.4/5.2,0.659,0,14.3,9,1.3,1,2.9,2.1,38,15,2009 #26,81 / 232,PF138/C108,,,372,622,49,9.8,0.52,0.714,0.2,3.4,1.9,0.7,0.3,0.2,0.5,1.352,2.6,0.6426,0.9,PF10/C10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
